"filename", "language", "JSON", "JSON with Comments", "TypeScript", "JavaScript JSX", "TypeScript JSX", "Markdown", "XML", "HTML", "SCSS", "comment", "blank", "total"
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\food-wine-and-glass.svg", "XML", 0, 0, 0, 0, 0, 0, 12, 0, 0, 1, 1, 14
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\food.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\history.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\home.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\image.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\info-filled.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\info.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\key.svg", "XML", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\libro-icon.svg", "XML", 0, 0, 0, 0, 0, 0, 8, 0, 0, 1, 1, 10
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\lock.svg", "XML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\logout.svg", "XML", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\notification-new.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\notification.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\phone.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\pin.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\plus.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\search.svg", "XML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\selector-down.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\selector-up.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\settings.svg", "XML", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\share.svg", "XML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\sort-asc.svg", "XML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\sort-desc.svg", "XML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\spinner-cringe-base.svg", "XML", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\spinner-for-normies.svg", "XML", 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 0, 6
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\tablet.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\trash-filled.svg", "XML", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\trash.svg", "XML", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 8
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\unlink.svg", "XML", 0, 0, 0, 0, 0, 0, 19, 0, 0, 1, 1, 21
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\upload-picture.svg", "XML", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\user-check.svg", "XML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\user-follow.svg", "XML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\user.svg", "XML", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\warning-circle-filled.svg", "XML", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\warning-circle.svg", "XML", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\warning-hex-filled.svg", "XML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\warning-hex.svg", "XML", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 6
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\warning-triangle-filled.svg", "XML", 0, 0, 0, 0, 0, 0, 10, 0, 0, 1, 1, 12
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\assets\icons\warning-triangle.svg", "XML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Button\Button.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 19, 100
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Button\Button.tsx", "TypeScript JSX", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 3, 42
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Button\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Checklist\Checklist.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 9, 55
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Checklist\Checklist.tsx", "TypeScript JSX", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 4, 45
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Checklist\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Dropdown\Dropdown.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 127, 0, 17, 144
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Dropdown\Dropdown.tsx", "TypeScript JSX", 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 5, 45
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Dropdown\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Grid\Grid.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 5, 32
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Grid\Grid.tsx", "TypeScript JSX", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 5, 46
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Grid\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Icon\Icon.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 295, 0, 88, 383
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Icon\Icon.tsx", "TypeScript JSX", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 3, 36
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Icon\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Img\Img.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 5, 51
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Img\Img.tsx", "TypeScript JSX", 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 9, 101
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Img\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Input\Input.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 15, 94
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Input\Input.tsx", "TypeScript JSX", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 4, 42
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Input\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Modal\Modal.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 109, 0, 20, 129
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Modal\Modal.tsx", "TypeScript JSX", 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 8, 82
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Modal\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Search\Search.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 4, 30
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Search\Search.tsx", "TypeScript JSX", 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 7, 80
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Search\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Select\Select.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 19, 118
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Select\Select.tsx", "TypeScript JSX", 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 7, 82
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Select\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Spinner\Spinner.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 3, 26
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Spinner\Spinner.tsx", "TypeScript JSX", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 5, 36
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Spinner\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Tabs\Tabs.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 11, 65
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Tabs\Tabs.tsx", "TypeScript JSX", 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 9, 67
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Tabs\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Taglist\Taglist.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 9, 60
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Taglist\Taglist.tsx", "TypeScript JSX", 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 6, 65
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Taglist\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Tooltip\Tooltip.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 17, 108
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Tooltip\Tooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 1, 57
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\Tooltip\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\components\index.ts", "TypeScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\context\ThemeContext.ts", "TypeScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 1, 4, 21
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\index.ts", "TypeScript", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\stories\Button.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 10, 98
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\stories\Grid.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 9, 67
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\stories\Icon.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 286, 0, 0, 0, 0, 0, 12, 298
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\stories\Modal.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 117, 0, 0, 0, 0, 0, 11, 128
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\stories\Search.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 6, 65
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\stories\Select.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 59, 0, 0, 0, 0, 1, 6, 66
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\utils\iconMap.ts", "TypeScript", 0, 0, 170, 0, 0, 0, 0, 0, 0, 0, 1, 171
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\utils\models\Img.ts", "TypeScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 1, 20
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\utils\models\button.ts", "TypeScript", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 3, 36
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\utils\models\checklist.ts", "TypeScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\utils\models\dropdown.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\utils\models\grid.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\utils\models\header.ts", "TypeScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\utils\models\icon.ts", "TypeScript", 0, 0, 95, 0, 0, 0, 0, 0, 0, 1, 2, 98
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\utils\models\index.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 1, 12
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\utils\models\input.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 12
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\utils\models\search.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\utils\models\select.ts", "TypeScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 1, 14
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\utils\models\tabs.ts", "TypeScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 2, 16
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\utils\models\tags.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\utils\models\theme.ts", "TypeScript", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\utils\models\themeswitcher.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\utils\models\tooltip.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\utils\variables\colors.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 20, 4, 7, 31
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\utils\variables\extras.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 3, 16
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\utils\variables\patterns.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 74, 0, 1, 75
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\utils\variables\responds.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 4, 61
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\utils\variables\shadows.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\utils\variables\spacing.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 8
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\src\vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\tsconfig.app.json", "JSON", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\tsconfig.json", "JSON with Comments", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\tsconfig.node.json", "JSON", 20, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 25
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\updateIconsNames.js", "JavaScript JSX", 0, 0, 0, 30, 0, 0, 0, 0, 0, 8, 9, 47
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\vite.config.ts", "TypeScript", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 1, 36
"c:\Users\denis\OneDrive\Рабочий стол\VKR\orcalib-ui-kit\vitest.workspace.ts", "TypeScript", 0, 0, 25, 0, 0, 0, 0, 0, 0, 3, 5, 33
"Total", "-", 8256, 7, 562, 57, 1431, 45, 826, 13, 1331, 68, 511, 13107
